slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
adebaba01,Bam Adebayo,MIAMI HEAT,HOME,MILWAUKEE BUCKS,WIN,2127,7,13,0,0,8,10,1,7,10,1,2,2,1,24.7
collijo01,John Collins,ATLANTA HAWKS,AWAY,BROOKLYN NETS,LOSS,1834,12,20,2,5,4,5,4,6,1,1,0,1,4,24.1
ballla01,LaMelo Ball,CHARLOTTE HORNETS,AWAY,DALLAS MAVERICKS,WIN,1765,7,10,4,5,4,4,4,4,5,1,1,2,3,23.8
murrade01,Dejounte Murray,SAN ANTONIO SPURS,HOME,LOS ANGELES LAKERS,LOSS,2099,12,19,2,3,3,3,0,7,7,1,0,4,3,23.3
georgpa01,Paul George,LOS ANGELES CLIPPERS,HOME,PORTLAND TRAIL BLAZERS,WIN,1707,8,15,4,9,3,4,0,10,7,2,0,3,1,21.8
derozde01,DeMar DeRozan,SAN ANTONIO SPURS,HOME,LOS ANGELES LAKERS,LOSS,2161,7,12,1,1,8,10,0,5,6,1,1,2,2,21.2
jamesle01,LeBron James,LOS ANGELES LAKERS,AWAY,SAN ANTONIO SPURS,WIN,2113,11,23,1,3,3,5,0,5,8,1,1,2,1,19.9
mccolcj01,CJ McCollum,PORTLAND TRAIL BLAZERS,AWAY,LOS ANGELES CLIPPERS,LOSS,1705,8,17,7,11,2,2,0,4,3,1,0,1,0,19.6
harrijo01,Joe Harris,BROOKLYN NETS,HOME,ATLANTA HAWKS,WIN,1834,8,11,6,8,1,2,0,2,2,0,1,0,5,18.8
bridgmi02,Miles Bridges,CHARLOTTE HORNETS,AWAY,DALLAS MAVERICKS,WIN,1783,6,9,4,6,4,4,0,16,2,0,2,5,1,18.3
davisan02,Anthony Davis,LOS ANGELES LAKERS,AWAY,SAN ANTONIO SPURS,WIN,1897,9,15,0,2,2,2,1,7,3,0,2,1,3,17.2
herroty01,Tyler Herro,MIAMI HEAT,HOME,MILWAUKEE BUCKS,WIN,2330,8,13,2,6,3,4,1,14,4,0,0,4,3,17.2
bogdabo01,Bogdan Bogdanović,ATLANTA HAWKS,AWAY,BROOKLYN NETS,LOSS,1723,7,14,6,11,2,2,0,4,1,1,0,0,2,17.1
dienggo01,Gorgui Dieng,MEMPHIS GRIZZLIES,AWAY,BOSTON CELTICS,LOSS,1430,6,10,2,5,3,3,2,4,2,1,0,0,2,16.6
matthwe02,Wesley Matthews,LOS ANGELES LAKERS,AWAY,SAN ANTONIO SPURS,WIN,1343,6,6,6,6,0,0,1,1,0,0,0,0,3,16.0
dragigo01,Goran Dragić,MIAMI HEAT,HOME,MILWAUKEE BUCKS,WIN,1592,9,17,4,7,4,6,2,3,2,0,0,4,2,15.8
allenja01,Jarrett Allen,BROOKLYN NETS,HOME,ATLANTA HAWKS,WIN,1466,6,7,0,0,3,5,5,8,1,0,0,2,3,15.1
hardati02,Tim Hardaway,DALLAS MAVERICKS,HOME,CHARLOTTE HORNETS,LOSS,1651,7,10,3,6,1,1,0,2,1,1,0,1,0,15.1
irvinky01,Kyrie Irving,BROOKLYN NETS,HOME,ATLANTA HAWKS,WIN,2040,10,27,3,11,2,2,0,2,6,2,0,1,4,14.3
tatumja01,Jayson Tatum,BOSTON CELTICS,HOME,MEMPHIS GRIZZLIES,WIN,1395,6,12,3,5,1,1,0,4,3,1,0,0,0,14.3
valanjo01,Jonas Valančiūnas,MEMPHIS GRIZZLIES,AWAY,BOSTON CELTICS,LOSS,1450,7,11,1,1,5,7,4,7,1,0,0,5,2,14.1
millspa02,Patty Mills,SAN ANTONIO SPURS,HOME,LOS ANGELES LAKERS,LOSS,1335,3,7,2,5,4,4,1,2,4,2,0,0,1,14.0
reddica01,Cam Reddish,ATLANTA HAWKS,AWAY,BROOKLYN NETS,LOSS,1918,5,11,2,7,8,10,1,2,1,0,1,1,3,14.0
anthoca01,Carmelo Anthony,PORTLAND TRAIL BLAZERS,AWAY,LOS ANGELES CLIPPERS,LOSS,1502,3,5,0,2,9,10,0,5,2,0,0,1,2,13.4
shamela01,Landry Shamet,BROOKLYN NETS,HOME,ATLANTA HAWKS,WIN,1046,5,5,2,2,2,2,1,0,0,1,0,0,2,13.4
olynyke01,Kelly Olynyk,MIAMI HEAT,HOME,MILWAUKEE BUCKS,WIN,1740,5,10,3,7,2,2,3,5,4,0,1,3,2,13.3
schrode01,Dennis Schröder,LOS ANGELES LAKERS,AWAY,SAN ANTONIO SPURS,WIN,2028,9,15,3,5,0,0,1,3,4,1,0,5,3,13.3
batumni01,Nicolas Batum,LOS ANGELES CLIPPERS,HOME,PORTLAND TRAIL BLAZERS,WIN,1586,4,6,2,2,1,2,2,3,3,1,0,0,1,13.0
smartma01,Marcus Smart,BOSTON CELTICS,HOME,MEMPHIS GRIZZLIES,WIN,1579,5,11,4,9,0,0,0,2,4,3,1,2,1,13.0
princta02,Taurean Prince,BROOKLYN NETS,HOME,ATLANTA HAWKS,WIN,1113,5,5,2,2,0,0,0,3,1,1,0,0,1,12.7
lillada01,Damian Lillard,PORTLAND TRAIL BLAZERS,AWAY,LOS ANGELES CLIPPERS,LOSS,1753,3,14,0,8,14,15,1,4,4,1,0,4,1,12.3
brunsja01,Jalen Brunson,DALLAS MAVERICKS,HOME,CHARLOTTE HORNETS,LOSS,1216,5,13,2,5,4,6,0,4,4,1,0,1,0,12.1
klebima01,Maxi Kleber,DALLAS MAVERICKS,HOME,CHARLOTTE HORNETS,LOSS,1255,4,5,4,5,0,0,1,5,1,0,2,2,1,12.0
banede01,Desmond Bane,MEMPHIS GRIZZLIES,AWAY,BOSTON CELTICS,LOSS,1914,6,11,3,6,1,1,2,2,0,2,0,2,2,11.9
willilo02,Lou Williams,LOS ANGELES CLIPPERS,HOME,PORTLAND TRAIL BLAZERS,WIN,1258,7,13,1,4,0,0,0,5,2,1,0,1,0,11.6
williro04,Robert Williams,BOSTON CELTICS,HOME,MEMPHIS GRIZZLIES,WIN,1369,3,4,0,0,0,0,4,6,2,1,4,2,2,11.4
connapa01,Pat Connaughton,MILWAUKEE BUCKS,AWAY,MIAMI HEAT,LOSS,1048,4,6,4,6,0,0,0,3,0,1,0,0,0,11.3
theisda01,Daniel Theis,BOSTON CELTICS,HOME,MEMPHIS GRIZZLIES,WIN,1149,5,7,0,1,2,3,2,3,2,1,2,2,4,11.2
divindo01,Donte DiVincenzo,MILWAUKEE BUCKS,AWAY,MIAMI HEAT,LOSS,1808,5,14,3,7,2,2,4,1,1,3,1,3,2,10.9
konchjo01,John Konchar,MEMPHIS GRIZZLIES,AWAY,BOSTON CELTICS,LOSS,1362,4,7,1,1,0,0,0,3,5,1,0,0,1,10.7
bradlav01,Avery Bradley,MIAMI HEAT,HOME,MILWAUKEE BUCKS,WIN,1779,6,11,2,6,2,2,0,2,0,1,0,1,2,10.5
holidjr01,Jrue Holiday,MILWAUKEE BUCKS,AWAY,MIAMI HEAT,LOSS,2038,4,15,3,7,2,2,1,3,5,2,1,0,5,9.9
ibakase01,Serge Ibaka,LOS ANGELES CLIPPERS,HOME,PORTLAND TRAIL BLAZERS,WIN,1389,4,11,3,5,0,0,2,6,3,1,1,1,3,9.7
zubaciv01,Ivica Zubac,LOS ANGELES CLIPPERS,HOME,PORTLAND TRAIL BLAZERS,WIN,912,2,2,0,0,3,4,2,0,2,2,3,2,3,9.7
caldwke01,Kentavious Caldwell-Pope,LOS ANGELES LAKERS,AWAY,SAN ANTONIO SPURS,WIN,1583,3,5,2,3,2,2,0,2,2,1,0,0,3,9.5
johnsja01,James Johnson,DALLAS MAVERICKS,HOME,CHARLOTTE HORNETS,LOSS,1155,3,8,0,2,1,3,2,4,4,2,1,0,1,9.5
roziete01,Terry Rozier,CHARLOTTE HORNETS,AWAY,DALLAS MAVERICKS,WIN,1811,8,17,2,7,0,0,1,4,3,0,1,3,4,9.4
portibo01,Bobby Portis,MILWAUKEE BUCKS,AWAY,MIAMI HEAT,LOSS,1078,4,8,1,2,2,2,1,1,0,1,1,0,1,9.3
poeltja01,Jakob Poeltl,SAN ANTONIO SPURS,HOME,LOS ANGELES LAKERS,LOSS,1441,4,5,0,0,0,2,3,4,1,1,0,0,3,9.1
huertke01,Kevin Huerter,ATLANTA HAWKS,AWAY,BROOKLYN NETS,LOSS,1265,3,6,1,2,0,0,1,1,4,1,0,0,0,8.8
leverca01,Caris LeVert,BROOKLYN NETS,HOME,ATLANTA HAWKS,WIN,1453,4,13,2,6,0,0,2,2,8,0,0,1,1,8.7
grahade01,Devonte' Graham,CHARLOTTE HORNETS,AWAY,DALLAS MAVERICKS,WIN,1759,3,8,2,5,1,1,0,0,5,2,0,1,2,8.3
biyombi01,Bismack Biyombo,CHARLOTTE HORNETS,AWAY,DALLAS MAVERICKS,WIN,1793,3,6,0,0,3,5,4,2,4,0,1,2,5,8.1
jacksre01,Reggie Jackson,LOS ANGELES CLIPPERS,HOME,PORTLAND TRAIL BLAZERS,WIN,1297,4,6,2,4,1,3,0,1,2,0,0,0,3,8.1
kanteen01,Enes Kanter,PORTLAND TRAIL BLAZERS,AWAY,LOS ANGELES CLIPPERS,LOSS,1514,4,9,0,0,2,2,4,6,0,0,0,1,2,8.1
harremo01,Montrezl Harrell,LOS ANGELES LAKERS,AWAY,SAN ANTONIO SPURS,WIN,1405,2,5,0,0,6,8,3,6,1,0,0,2,3,7.9
pritcpa01,Payton Pritchard,BOSTON CELTICS,HOME,MEMPHIS GRIZZLIES,WIN,1274,4,6,0,0,0,0,0,2,3,2,0,1,3,7.9
robindu01,Duncan Robinson,MIAMI HEAT,HOME,MILWAUKEE BUCKS,WIN,1430,2,4,2,4,3,3,0,3,0,2,0,2,1,7.5
teaguje01,Jeff Teague,BOSTON CELTICS,HOME,MEMPHIS GRIZZLIES,WIN,1280,2,6,0,2,0,0,0,5,4,4,0,1,1,7.5
washipj01,P.J. Washington,CHARLOTTE HORNETS,AWAY,DALLAS MAVERICKS,WIN,1055,4,6,1,2,2,2,1,1,3,0,0,2,5,7.5
capelca01,Clint Capela,ATLANTA HAWKS,AWAY,BROOKLYN NETS,LOSS,1196,3,7,0,0,1,2,3,9,0,0,1,1,0,7.4
huntede01,De'Andre Hunter,ATLANTA HAWKS,AWAY,BROOKLYN NETS,LOSS,2006,4,13,3,9,0,0,2,6,3,1,0,0,6,7.4
doncilu01,Luka Dončić,DALLAS MAVERICKS,HOME,CHARLOTTE HORNETS,LOSS,1444,4,10,0,5,4,7,0,2,5,2,0,3,3,7.3
brookdi01,Dillon Brooks,MEMPHIS GRIZZLIES,AWAY,BOSTON CELTICS,LOSS,1673,6,18,2,9,2,2,3,2,2,1,0,3,2,7.1
poweldw01,Dwight Powell,DALLAS MAVERICKS,HOME,CHARLOTTE HORNETS,LOSS,1456,2,6,0,1,5,7,3,1,2,1,1,2,3,7.1
martica02,Caleb Martin,CHARLOTTE HORNETS,AWAY,DALLAS MAVERICKS,WIN,861,2,3,0,0,0,2,1,3,4,1,0,0,1,6.9
lopezbr01,Brook Lopez,MILWAUKEE BUCKS,AWAY,MIAMI HEAT,LOSS,1543,3,11,1,3,0,0,6,2,0,2,1,0,3,6.8
edwarca01,Carsen Edwards,BOSTON CELTICS,HOME,MEMPHIS GRIZZLIES,WIN,720,4,8,1,3,0,0,1,2,2,0,1,1,2,6.6
beverpa01,Patrick Beverley,LOS ANGELES CLIPPERS,HOME,PORTLAND TRAIL BLAZERS,WIN,1259,3,6,1,2,0,0,2,2,0,2,0,0,4,6.4
gilesha01,Harry Giles,PORTLAND TRAIL BLAZERS,AWAY,LOS ANGELES CLIPPERS,LOSS,485,3,4,0,1,1,2,0,5,0,0,1,1,0,6.2
jonesty01,Tyus Jones,MEMPHIS GRIZZLIES,AWAY,BOSTON CELTICS,LOSS,1369,3,7,0,2,0,0,0,2,2,2,1,1,0,6.0
gayru01,Rudy Gay,SAN ANTONIO SPURS,HOME,LOS ANGELES LAKERS,LOSS,1526,3,10,2,7,0,0,1,2,1,1,1,0,0,5.9
covinro01,Robert Covington,PORTLAND TRAIL BLAZERS,AWAY,LOS ANGELES CLIPPERS,LOSS,1490,3,4,2,3,0,0,0,3,1,1,1,2,5,5.7
walkelo01,Lonnie Walker,SAN ANTONIO SPURS,HOME,LOS ANGELES LAKERS,LOSS,1968,4,12,1,4,2,4,0,4,3,1,0,2,1,5.3
watertr01,Tremont Waters,BOSTON CELTICS,HOME,MEMPHIS GRIZZLIES,WIN,378,1,1,0,0,2,2,0,0,2,2,0,2,0,5.1
forbebr01,Bryn Forbes,MILWAUKEE BUCKS,AWAY,MIAMI HEAT,LOSS,973,4,6,1,3,0,1,1,2,0,0,0,2,1,4.9
hillso01,Solomon Hill,ATLANTA HAWKS,AWAY,BROOKLYN NETS,LOSS,1003,3,6,3,5,0,0,1,1,0,0,0,1,3,4.8
jordade01,DeAndre Jordan,BROOKLYN NETS,HOME,ATLANTA HAWKS,WIN,913,2,2,0,0,1,2,0,1,0,1,1,0,3,4.8
gallida01,Danilo Gallinari,ATLANTA HAWKS,AWAY,BROOKLYN NETS,LOSS,189,2,2,1,1,0,0,0,1,0,0,0,0,0,4.7
clarkbr01,Brandon Clarke,MEMPHIS GRIZZLIES,AWAY,BOSTON CELTICS,LOSS,1551,4,13,0,2,2,6,1,6,1,1,1,1,1,4.4
iwundwe01,Wesley Iwundu,DALLAS MAVERICKS,HOME,CHARLOTTE HORNETS,LOSS,220,2,3,1,1,1,2,0,0,0,0,0,0,0,4.3
kuzmaky01,Kyle Kuzma,LOS ANGELES LAKERS,AWAY,SAN ANTONIO SPURS,WIN,1449,2,7,1,4,1,2,0,6,4,1,0,2,2,4.3
jonesde02,Derrick Jones,PORTLAND TRAIL BLAZERS,AWAY,LOS ANGELES CLIPPERS,LOSS,2094,2,6,1,3,1,2,0,3,0,1,0,0,0,4.1
middlkh01,Khris Middleton,MILWAUKEE BUCKS,AWAY,MIAMI HEAT,LOSS,2221,3,15,0,4,2,2,0,7,9,1,0,2,5,4.1
vincega01,Gabe Vincent,MIAMI HEAT,HOME,MILWAUKEE BUCKS,WIN,911,2,6,2,5,1,1,0,2,2,0,0,0,4,4.0
greenje02,Jeff Green,BROOKLYN NETS,HOME,ATLANTA HAWKS,WIN,851,2,3,1,2,0,1,0,2,1,0,0,0,2,3.8
coffeam01,Amir Coffey,LOS ANGELES CLIPPERS,HOME,PORTLAND TRAIL BLAZERS,WIN,329,2,4,1,2,1,1,0,0,0,0,0,0,1,3.6
mcdanja01,Jalen McDaniels,CHARLOTTE HORNETS,AWAY,DALLAS MAVERICKS,WIN,971,4,5,1,2,1,1,0,1,0,0,0,4,2,3.6
finnedo01,Dorian Finney-Smith,DALLAS MAVERICKS,HOME,CHARLOTTE HORNETS,LOSS,1445,2,8,1,6,0,0,4,2,0,1,1,1,2,3.5
fallta01,Tacko Fall,BOSTON CELTICS,HOME,MEMPHIS GRIZZLIES,WIN,362,0,1,0,0,2,2,1,0,0,0,2,0,0,3.4
mcderse01,Sean McDermott,MEMPHIS GRIZZLIES,AWAY,BOSTON CELTICS,LOSS,1268,1,4,0,2,2,2,2,1,2,0,0,1,1,3.3
martico01,Cody Martin,CHARLOTTE HORNETS,AWAY,DALLAS MAVERICKS,WIN,456,2,2,0,0,0,0,0,0,0,1,0,1,1,3.0
vassede01,Devin Vassell,SAN ANTONIO SPURS,HOME,LOS ANGELES LAKERS,LOSS,784,1,3,1,2,0,0,0,2,0,1,0,0,0,2.9
cookqu01,Quinn Cook,LOS ANGELES LAKERS,AWAY,SAN ANTONIO SPURS,WIN,62,1,1,1,1,0,0,0,0,0,0,0,0,0,2.7
gasolma01,Marc Gasol,LOS ANGELES LAKERS,AWAY,SAN ANTONIO SPURS,WIN,1233,2,2,0,0,1,1,1,4,2,0,0,4,3,2.5
haywago01,Gordon Hayward,CHARLOTTE HORNETS,AWAY,DALLAS MAVERICKS,WIN,1859,4,16,1,6,2,2,1,6,3,1,0,3,4,2.4
rondora01,Rajon Rondo,ATLANTA HAWKS,AWAY,BROOKLYN NETS,LOSS,964,0,2,0,2,0,0,1,1,6,1,0,2,1,2.4
oturuda01,Daniel Oturu,LOS ANGELES CLIPPERS,HOME,PORTLAND TRAIL BLAZERS,WIN,165,1,2,0,0,0,0,0,2,1,0,0,0,0,2.3
johnske04,Keldon Johnson,SAN ANTONIO SPURS,HOME,LOS ANGELES LAKERS,LOSS,1461,3,9,1,2,0,0,1,2,3,0,0,2,3,2.1
nunnke01,Kendrick Nunn,MIAMI HEAT,HOME,MILWAUKEE BUCKS,WIN,563,1,3,0,1,1,1,0,0,1,1,0,1,0,2.0
caulewi01,Willie Cauley-Stein,DALLAS MAVERICKS,HOME,CHARLOTTE HORNETS,LOSS,561,2,2,0,0,1,4,1,2,0,0,0,1,4,1.9
anderky01,Kyle Anderson,MEMPHIS GRIZZLIES,AWAY,BOSTON CELTICS,LOSS,1688,3,11,0,4,3,4,0,4,9,0,1,8,2,1.5
luwawti01,Timothé Luwawu-Cabarrot,BROOKLYN NETS,HOME,ATLANTA HAWKS,WIN,1585,1,5,1,4,0,0,0,1,3,0,0,0,2,1.5
nesmiaa01,Aaron Nesmith,BOSTON CELTICS,HOME,MEMPHIS GRIZZLIES,WIN,1189,2,7,1,5,0,0,1,2,1,0,1,1,3,1.4
blevike01,Keljin Blevins,PORTLAND TRAIL BLAZERS,AWAY,LOS ANGELES CLIPPERS,LOSS,485,1,3,0,2,0,0,0,0,2,1,0,1,1,1.3
marjabo01,Boban Marjanović,DALLAS MAVERICKS,HOME,CHARLOTTE HORNETS,LOSS,220,1,2,0,0,0,0,0,1,0,0,0,0,0,1.3
burketr01,Trey Burke,DALLAS MAVERICKS,HOME,CHARLOTTE HORNETS,LOSS,1186,1,9,1,6,0,0,0,1,4,2,0,1,0,1.2
antetth01,Thanasis Antetokounmpo,MILWAUKEE BUCKS,AWAY,MIAMI HEAT,LOSS,647,2,4,0,0,0,0,1,1,0,0,1,1,4,1.1
jonestr01,Tre Jones,SAN ANTONIO SPURS,HOME,LOS ANGELES LAKERS,LOSS,62,1,2,0,0,0,0,0,0,0,0,0,0,0,1.0
kabenmf01,Mfiondu Kabengele,LOS ANGELES CLIPPERS,HOME,PORTLAND TRAIL BLAZERS,WIN,411,0,2,0,1,0,0,0,0,2,1,1,0,2,0.9
mannte01,Terance Mann,LOS ANGELES CLIPPERS,HOME,PORTLAND TRAIL BLAZERS,WIN,485,0,1,0,0,0,0,2,2,0,0,0,0,1,0.9
fernabr01,Bruno Fernando,ATLANTA HAWKS,AWAY,BROOKLYN NETS,LOSS,386,0,0,0,0,0,0,1,3,0,0,0,1,0,0.6
hoodro01,Rodney Hood,PORTLAND TRAIL BLAZERS,AWAY,LOS ANGELES CLIPPERS,LOSS,903,1,3,1,2,0,0,0,2,1,0,0,2,0,0.6
kennalu01,Luke Kennard,LOS ANGELES CLIPPERS,HOME,PORTLAND TRAIL BLAZERS,WIN,1124,2,5,1,1,0,0,0,0,1,0,0,2,1,0.6
morrima02,Markieff Morris,LOS ANGELES LAKERS,AWAY,SAN ANTONIO SPURS,WIN,1163,1,3,0,2,0,0,0,6,1,0,0,1,3,0.6
willigr01,Grant Williams,BOSTON CELTICS,HOME,MEMPHIS GRIZZLIES,WIN,1238,1,4,0,2,0,0,0,2,0,2,0,0,4,0.6
eubandr01,Drew Eubanks,SAN ANTONIO SPURS,HOME,LOS ANGELES LAKERS,LOSS,1439,2,8,0,0,0,0,1,4,0,0,2,0,5,0.5
careyve01,Vernon Carey,CHARLOTTE HORNETS,AWAY,DALLAS MAVERICKS,WIN,220,0,2,0,1,0,0,0,1,1,0,1,0,0,0.3
ojelese01,Semi Ojeleye,BOSTON CELTICS,HOME,MEMPHIS GRIZZLIES,WIN,730,1,3,0,2,0,0,0,0,0,0,0,0,0,0.3
augusdj01,D.J. Augustin,MILWAUKEE BUCKS,AWAY,MIAMI HEAT,LOSS,763,1,5,1,3,0,0,0,0,1,1,0,1,1,0.2
nurkiju01,Jusuf Nurkić,PORTLAND TRAIL BLAZERS,AWAY,LOS ANGELES CLIPPERS,LOSS,1366,2,4,0,0,0,0,0,4,1,0,2,4,3,0.1
allengr01,Grayson Allen,MEMPHIS GRIZZLIES,AWAY,BOSTON CELTICS,LOSS,695,0,1,0,1,0,0,0,1,2,0,0,1,0,0.0
bateske01,Keita Bates-Diop,SAN ANTONIO SPURS,HOME,LOS ANGELES LAKERS,LOSS,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
dudleja01,Jared Dudley,LOS ANGELES LAKERS,AWAY,SAN ANTONIO SPURS,WIN,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
greenjo02,Josh Green,DALLAS MAVERICKS,HOME,CHARLOTTE HORNETS,LOSS,764,0,0,0,0,0,0,1,1,0,0,0,1,0,0.0
harklma01,Maurice Harkless,MIAMI HEAT,HOME,MILWAUKEE BUCKS,WIN,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
mckinal01,Alfonzo McKinnie,LOS ANGELES LAKERS,AWAY,SAN ANTONIO SPURS,WIN,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
richani01,Nick Richards,CHARLOTTE HORNETS,AWAY,DALLAS MAVERICKS,WIN,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
samanlu01,Luka Šamanić,SAN ANTONIO SPURS,HOME,LOS ANGELES LAKERS,LOSS,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
simonan01,Anfernee Simons,PORTLAND TRAIL BLAZERS,AWAY,LOS ANGELES CLIPPERS,LOSS,618,1,4,1,4,0,0,0,0,0,0,0,0,2,-0.2
terryty01,Tyrell Terry,DALLAS MAVERICKS,HOME,CHARLOTTE HORNETS,LOSS,220,0,1,0,1,0,1,0,0,1,0,0,0,0,-0.4
ellebcj01,CJ Elleby,PORTLAND TRAIL BLAZERS,AWAY,LOS ANGELES CLIPPERS,LOSS,485,1,3,0,2,0,1,0,0,0,0,0,0,1,-0.5
iguodan01,Andre Iguodala,MIAMI HEAT,HOME,MILWAUKEE BUCKS,WIN,1199,0,3,0,3,0,0,0,4,2,0,1,2,1,-1.2
richajo01,Josh Richardson,DALLAS MAVERICKS,HOME,CHARLOTTE HORNETS,LOSS,1607,1,10,0,4,2,2,1,1,2,0,1,1,2,-1.3
pattepa01,Patrick Patterson,LOS ANGELES CLIPPERS,HOME,PORTLAND TRAIL BLAZERS,WIN,653,1,5,0,3,0,0,0,3,0,0,0,1,1,-1.6
achiupr01,Precious Achiuwa,MIAMI HEAT,HOME,MILWAUKEE BUCKS,WIN,721,0,2,0,0,0,0,3,2,0,0,1,3,2,-1.8
vucevni01,Nikola Vučević,ORLANDO MAGIC,AWAY,OKLAHOMA CITY THUNDER,WIN,2065,12,18,3,4,1,1,3,7,5,1,0,1,0,27.9
portemi01,Michael Porter,DENVER NUGGETS,AWAY,SACRAMENTO KINGS,LOSS,2420,12,18,4,7,2,2,4,6,1,0,2,0,4,27.3
embiijo01,Joel Embiid,PHILADELPHIA 76ERS,HOME,TORONTO RAPTORS,WIN,2273,7,17,1,6,14,16,4,12,4,2,2,5,1,26.3
holidjr01,Jrue Holiday,MILWAUKEE BUCKS,AWAY,MIAMI HEAT,WIN,1570,9,15,6,10,0,0,0,3,7,3,1,0,1,26.2
foxde01,De'Aaron Fox,SACRAMENTO KINGS,HOME,DENVER NUGGETS,WIN,2103,8,15,2,4,6,7,1,2,9,2,1,2,2,23.8
harrito02,Tobias Harris,PHILADELPHIA 76ERS,HOME,TORONTO RAPTORS,WIN,2272,11,20,2,5,2,2,2,9,3,2,2,2,1,23.6
anunoog01,OG Anunoby,TORONTO RAPTORS,AWAY,PHILADELPHIA 76ERS,LOSS,2167,7,11,4,7,2,2,2,4,2,5,1,1,3,22.6
tatumja01,Jayson Tatum,BOSTON CELTICS,AWAY,INDIANA PACERS,WIN,2427,9,17,1,3,8,10,0,11,4,3,0,4,1,22.6
jokicni01,Nikola Jokić,DENVER NUGGETS,AWAY,SACRAMENTO KINGS,LOSS,2313,9,14,1,3,7,7,1,9,12,2,0,10,4,22.0
wiggian01,Andrew Wiggins,GOLDEN STATE WARRIORS,AWAY,DETROIT PISTONS,WIN,2284,9,19,5,8,4,4,1,6,3,1,3,2,3,21.8
morrimo01,Monte Morris,DENVER NUGGETS,AWAY,SACRAMENTO KINGS,LOSS,2208,10,15,2,6,2,2,0,1,4,2,1,1,2,21.5
lavinza01,Zach LaVine,CHICAGO BULLS,AWAY,WASHINGTON WIZARDS,WIN,2297,6,15,3,7,8,9,2,3,6,4,0,3,2,21.2
middlkh01,Khris Middleton,MILWAUKEE BUCKS,AWAY,MIAMI HEAT,WIN,1515,10,13,4,5,1,1,2,2,5,2,0,5,3,21.2
randlju01,Julius Randle,NEW YORK KNICKS,AWAY,CLEVELAND CAVALIERS,WIN,2649,9,16,4,4,6,10,1,11,11,1,0,9,4,20.9
lowryky01,Kyle Lowry,TORONTO RAPTORS,AWAY,PHILADELPHIA 76ERS,LOSS,2233,6,15,3,8,9,9,2,6,9,1,0,4,4,20.8
curryst01,Stephen Curry,GOLDEN STATE WARRIORS,AWAY,DETROIT PISTONS,WIN,2090,9,17,5,9,8,8,0,5,6,2,0,8,5,20.4
gilgesh01,Shai Gilgeous-Alexander,OKLAHOMA CITY THUNDER,HOME,ORLANDO MAGIC,LOSS,2000,8,10,3,3,4,5,0,7,7,0,0,5,1,20.4
herroty01,Tyler Herro,MIAMI HEAT,HOME,MILWAUKEE BUCKS,LOSS,1990,9,16,3,8,2,3,0,3,7,1,0,1,2,20.0
holmeri01,Richaun Holmes,SACRAMENTO KINGS,HOME,DENVER NUGGETS,WIN,1920,10,13,0,0,0,1,2,3,3,2,1,1,2,19.8
drumman01,Andre Drummond,CLEVELAND CAVALIERS,HOME,NEW YORK KNICKS,LOSS,2008,7,13,0,1,4,10,5,12,2,3,6,4,5,19.0
oladivi01,Victor Oladipo,INDIANA PACERS,HOME,BOSTON CELTICS,LOSS,2065,10,18,2,6,2,2,0,6,6,0,1,2,3,18.9
bealbr01,Bradley Beal,WASHINGTON WIZARDS,HOME,CHICAGO BULLS,LOSS,2192,9,20,1,5,10,10,2,2,3,2,1,5,4,18.8
westbru01,Russell Westbrook,WASHINGTON WIZARDS,HOME,CHICAGO BULLS,LOSS,2264,9,17,1,4,2,2,0,15,11,1,0,6,3,18.7
willilo02,Lou Williams,LOS ANGELES CLIPPERS,HOME,MINNESOTA TIMBERWOLVES,WIN,1210,7,11,1,2,5,6,1,2,5,0,0,1,0,18.5
grantje01,Jerami Grant,DETROIT PISTONS,HOME,GOLDEN STATE WARRIORS,LOSS,2222,9,21,3,9,6,7,3,4,1,3,2,4,5,17.9
crowdja01,Jae Crowder,PHOENIX SUNS,HOME,NEW ORLEANS PELICANS,WIN,1259,6,11,5,8,4,4,1,1,1,1,0,0,3,17.2
bertada01,Dāvis Bertāns,WASHINGTON WIZARDS,HOME,CHICAGO BULLS,LOSS,1577,4,10,3,9,9,9,1,3,2,1,0,0,4,17.0
bacondw01,Dwayne Bacon,ORLANDO MAGIC,AWAY,OKLAHOMA CITY THUNDER,WIN,1386,9,10,0,0,0,0,1,7,0,0,0,0,2,16.6
robyis01,Isaiah Roby,OKLAHOMA CITY THUNDER,HOME,ORLANDO MAGIC,LOSS,1686,9,12,1,2,0,3,4,3,0,1,2,1,4,16.5
sabondo01,Domantas Sabonis,INDIANA PACERS,HOME,BOSTON CELTICS,LOSS,2204,5,12,1,2,3,4,2,9,8,2,1,2,3,16.4
